source_file,condition,role,run,behavior,behavior_count,total_actions,percent_of_total_actions
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,87,Hypervigilant Withdrawal,18.0,683.0,2.635431918008785
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,88,Hypervigilant Withdrawal,34.0,768.0,4.427083333333334
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,89,Hypervigilant Withdrawal,308.0,790.0,38.9873417721519
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,90,Hypervigilant Withdrawal,17.0,771.0,2.204928664072633
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,91,Hypervigilant Withdrawal,1.0,588.0,0.17006802721088435
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,92,Hypervigilant Withdrawal,129.0,722.0,17.86703601108033
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,93,Hypervigilant Withdrawal,72.0,751.0,9.587217043941411
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,94,Hypervigilant Withdrawal,37.0,801.0,4.619225967540574
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,95,Hypervigilant Withdrawal,204.0,740.0,27.56756756756757
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,96,Hypervigilant Withdrawal,180.0,765.0,23.52941176470588
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,97,Hypervigilant Withdrawal,12.0,723.0,1.6597510373443984
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,98,Hypervigilant Withdrawal,109.0,755.0,14.437086092715232
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,99,Hypervigilant Withdrawal,17.0,667.0,2.548725637181409
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,100,Hypervigilant Withdrawal,119.0,759.0,15.678524374176547
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,101,Hypervigilant Withdrawal,85.0,719.0,11.821974965229485
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,102,Hypervigilant Withdrawal,66.0,767.0,8.604954367666231
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,103,Hypervigilant Withdrawal,0.0,620.0,0.0
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,104,Hypervigilant Withdrawal,0.0,613.0,0.0
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,105,Hypervigilant Withdrawal,96.0,788.0,12.18274111675127
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,106,Hypervigilant Withdrawal,0.0,633.0,0.0
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,107,Hypervigilant Withdrawal,98.0,753.0,13.014608233731739
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,108,Hypervigilant Withdrawal,89.0,761.0,11.695137976346912
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,109,Hypervigilant Withdrawal,118.0,757.0,15.587846763540291
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,110,Hypervigilant Withdrawal,0.0,597.0,0.0
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,111,Hypervigilant Withdrawal,50.0,777.0,6.435006435006435
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,112,Hypervigilant Withdrawal,1.0,591.0,0.1692047377326565
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,113,Hypervigilant Withdrawal,0.0,599.0,0.0
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,114,Hypervigilant Withdrawal,10.0,591.0,1.6920473773265652
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,115,Hypervigilant Withdrawal,195.0,795.0,24.528301886792452
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,116,Hypervigilant Withdrawal,0.0,630.0,0.0
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,117,Hypervigilant Withdrawal,13.0,612.0,2.1241830065359477
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,118,Hypervigilant Withdrawal,243.0,772.0,31.476683937823836
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,119,Hypervigilant Withdrawal,0.0,615.0,0.0
