agent_type,condition,source_file,Affiliative_pct,Internalizing_pct,Externalizing_pct
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,4.8169556840077075,27.360308285163775,67.82273603082851
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,77.68878718535468,2.8604118993135015,19.450800915331808
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,4.513540621865597,31.39418254764293,64.09227683049149
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,8.970438328236494,25.58613659531091,65.4434250764526
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,34.37779767233662,8.325872873769026,57.29632945389436
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,70.54655870445345,1.6194331983805668,27.83400809716599
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,64.97975708502024,1.5182186234817814,33.502024291497975
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,62.58776328986961,6.619859578736209,30.792377131394183
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,5.633802816901409,24.225352112676056,70.14084507042253
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,6.907216494845361,27.938144329896907,65.15463917525773
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,8.040665434380777,20.42513863216266,71.53419593345656
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,64.80331262939958,1.6563146997929608,33.54037267080746
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,32.66199649737303,13.835376532399298,53.502626970227674
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,4.706734250543085,20.70963070238957,74.58363504706735
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,4.614220877458396,21.936459909228443,73.44931921331316
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,68.48609680741504,2.677651905252317,28.836251287332647
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,7.5098814229249005,26.877470355731226,65.61264822134387
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,17.942583732057415,11.24401913875598,70.81339712918661
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,64.74820143884892,2.774922918807811,32.476875642343266
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,65.45842217484008,1.7057569296375266,32.83582089552239
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,5.968586387434556,31.308900523560208,62.72251308900524
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,3.3884297520661155,22.644628099173552,73.96694214876032
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,4.440919904837431,21.173671689135606,74.38540840602697
