Parameter,Value
Parameter: Prob_threat,0.33
Parameter: Prob_ally,0.33
Parameter: Prob_prey,0.33
Parameter: tLowerSitL,80
Parameter: tHigherSitL,100
Parameter: tLowerSitDB,80
Parameter: tHigherSitDB,100
Parameter: tLowerSitNB,80
Parameter: tHigherSitNB,100
Parameter: aLowerSitL,80
Parameter: aHigherSitL,100
Parameter: aLowerSitDB,80
Parameter: aHigherSitDB,100
Parameter: aLowerSitNB,80
Parameter: aHigherSitNB,100
Parameter: pLowerSitL,80
Parameter: pHigherSitL,100
Parameter: pLowerSitDB,80
Parameter: pHigherSitDB,100
Parameter: pLowerSitNB,80
Parameter: pHigherSitNB,100
Parameter: societyL,70
Parameter: societyNB,70
Parameter: societyDB,70
Parameter: Risk_Aversion,1.2
Parameter: Risk_Threshold,10.0
Parameter: Reward_Inclination,1.0
Parameter: Reward_Threshold,0.0
Parameter: MainB,DB
Parameter: Training_Episodes,1500
Parameter: Learning_Period,600
Parameter: Learning_Rate,0.001
Parameter: Model_Name,largerun_db_highthreat

Run,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical
814,735,73,494,141,57,672,23,426,70,0,502,461,537,321,0,0,0,0,0,0,1,23,245,262,320,368,31,58,870,321
815,662,102,244,369,73,608,44,173,312,21,502,486,512,311,50,0,32,0,4,0,278,19,161,369,239,111,31,62,847,311
816,596,184,539,120,58,545,116,478,65,0,478,513,509,204,3,0,0,0,0,0,15,9,108,205,316,392,28,86,1000,204
817,389,126,84,576,68,319,56,40,521,0,498,489,513,199,257,0,2,0,2,0,374,23,1,262,56,6,30,34,737,199
818,394,93,110,607,68,343,37,51,555,6,469,470,561,230,228,0,0,0,0,0,370,23,7,278,65,8,24,43,762,230
819,550,80,471,316,72,487,28,427,257,0,516,449,535,180,11,0,20,0,0,0,42,28,103,184,302,327,52,100,1019,180
820,390,79,131,567,66,321,28,76,518,12,515,489,496,201,267,0,0,0,0,0,382,25,2,281,40,11,35,65,754,201
821,303,97,100,689,78,242,38,39,624,14,482,484,534,221,233,0,0,0,0,0,386,34,0,206,36,8,30,31,736,221
822,425,92,123,559,72,357,48,58,496,11,476,512,512,248,229,0,0,0,0,0,410,48,10,310,46,0,16,58,722,248
823,518,82,446,390,64,453,15,386,328,0,485,474,541,170,0,0,30,0,0,0,62,12,84,130,319,311,40,75,1012,170
824,347,97,105,639,61,286,30,46,580,5,490,520,490,204,251,0,0,0,2,0,404,27,0,234,52,12,31,34,743,204
825,747,77,484,127,64,696,21,421,60,13,529,480,491,200,1,0,0,0,1,0,40,18,124,310,352,357,24,64,1011,200
826,619,97,456,252,64,565,34,403,178,6,501,489,510,142,12,0,11,0,0,0,61,17,60,246,302,332,37,71,1044,142
827,387,93,135,574,68,325,29,65,511,13,507,472,521,231,243,0,0,0,0,0,358,26,18,254,65,13,21,52,712,231
828,595,109,440,295,61,522,63,372,219,2,502,479,519,163,0,0,30,0,0,0,64,33,55,209,298,306,32,66,1015,163
829,647,95,482,192,67,595,32,419,133,0,524,486,490,159,17,0,1,0,0,0,31,32,78,280,313,361,26,58,1020,159
830,633,123,519,155,65,573,74,453,94,8,491,517,492,202,5,0,0,0,0,0,39,29,65,250,298,376,36,77,1000,202
831,668,86,127,402,72,596,32,62,339,10,447,498,555,225,145,0,5,0,0,0,389,23,52,508,85,21,28,41,814,225
832,645,77,502,216,60,586,28,435,176,5,523,520,457,145,0,0,7,0,0,0,69,28,40,258,325,361,43,74,1085,145
833,477,93,162,480,61,412,39,98,422,9,490,522,488,239,227,0,0,0,0,0,386,35,10,339,68,27,22,71,741,239
834,360,93,109,623,74,301,36,50,559,18,501,496,503,246,241,0,1,0,0,0,387,25,8,242,57,3,34,47,718,246
835,296,74,101,694,67,241,24,29,645,16,495,464,541,246,268,0,0,0,0,0,384,22,3,198,41,0,21,29,709,246
836,584,204,508,129,68,517,154,449,75,0,532,445,523,413,7,0,0,0,0,0,3,22,271,140,327,359,37,90,782,413
837,437,92,131,525,73,387,41,68,478,5,503,488,509,264,242,0,0,0,0,0,382,41,2,337,50,15,26,53,715,264
838,623,97,456,267,57,548,31,406,215,1,491,482,527,184,0,0,0,0,0,0,57,31,66,250,297,333,40,73,1017,184
839,688,99,264,113,67,622,45,212,55,0,498,455,547,213,269,0,0,0,0,0,231,40,99,498,26,136,36,76,721,213
840,585,90,384,264,71,524,17,326,192,17,523,473,504,327,106,0,2,0,1,0,149,11,184,256,226,209,37,117,749,327
841,385,89,102,647,73,313,43,39,583,19,460,479,561,293,204,0,0,0,0,0,396,43,3,285,28,0,39,39,704,293
842,611,114,354,213,72,550,48,304,150,16,507,485,508,336,136,0,0,0,0,0,217,29,99,397,150,172,42,132,732,336
843,314,84,136,649,68,244,23,68,585,4,493,529,478,257,249,0,0,0,0,0,399,23,0,203,41,18,27,50,667,257
844,713,136,127,207,74,655,73,68,140,27,502,502,496,266,243,0,1,0,0,0,369,19,75,540,60,31,25,37,697,266
845,438,86,101,573,64,376,32,37,514,19,499,488,513,239,238,0,0,0,2,0,399,30,12,341,35,0,37,37,739,239
846,413,86,121,562,64,353,30,56,501,3,506,498,496,253,254,0,1,0,0,0,370,29,29,283,45,17,31,39,690,253
847,430,92,109,558,69,365,37,45,500,6,481,489,530,222,242,0,0,0,0,0,393,34,8,329,31,7,36,38,731,222
848,516,274,509,137,63,460,209,445,86,0,460,517,523,243,1,0,0,0,0,0,39,11,87,182,273,375,36,70,957,243
849,722,79,521,121,57,667,23,458,51,3,508,483,509,336,0,0,0,0,0,0,6,23,275,285,312,388,33,70,866,336
850,317,89,92,673,68,265,23,27,617,0,469,513,518,240,261,0,0,0,0,0,398,18,6,223,39,2,25,25,692,240
851,826,106,165,110,66,763,38,112,35,12,491,504,505,260,227,0,0,0,0,0,370,27,120,602,68,34,19,78,700,260
852,287,83,134,667,68,223,25,85,595,0,495,511,494,203,261,0,0,0,0,0,380,20,9,153,68,27,25,58,725,203
853,339,79,89,670,65,279,22,46,601,5,480,504,516,261,258,0,0,0,0,0,409,22,1,233,46,4,37,42,692,261
854,482,84,131,506,66,411,26,75,440,21,497,490,513,229,231,0,0,0,0,0,372,26,40,329,62,30,32,45,744,229
855,687,88,251,233,63,628,40,192,157,5,500,513,487,331,178,0,0,0,0,0,310,33,103,481,111,100,42,92,691,331
856,577,241,504,113,63,507,191,446,57,9,488,480,532,202,2,0,0,0,0,0,8,19,56,183,322,373,29,73,1008,202
857,738,87,153,229,67,680,28,99,161,0,493,492,515,181,226,0,0,0,0,0,331,25,42,598,73,57,38,42,787,181
858,371,93,111,624,65,315,28,55,565,12,493,487,520,198,236,0,0,0,3,0,390,24,2,262,52,2,43,53,777,198
859,654,85,102,337,74,598,27,43,282,4,487,504,509,188,248,0,4,1,2,0,388,23,23,535,62,16,25,27,766,188
860,571,83,143,437,67,507,31,87,378,6,500,494,506,263,199,0,8,0,0,0,357,31,67,419,88,31,46,56,746,263
861,612,98,138,373,66,543,49,77,315,0,499,527,474,197,213,0,1,0,0,0,385,49,30,467,76,29,36,48,787,197
862,660,93,254,318,70,607,22,198,258,10,482,506,512,258,105,0,27,0,0,0,265,22,133,430,177,149,42,49,837,258
863,741,91,343,198,67,679,36,272,136,10,482,520,498,294,60,0,6,0,0,0,209,30,179,420,236,205,32,67,839,294
864,772,167,106,121,66,717,96,51,59,10,505,503,492,173,268,0,0,0,1,0,383,19,33,641,44,14,36,37,760,173
865,508,303,501,100,73,451,243,439,47,5,497,491,512,264,15,0,0,0,0,0,51,11,101,150,295,349,30,90,921,264
866,675,100,251,307,68,610,41,194,257,6,516,471,513,308,99,0,22,0,0,0,235,41,158,404,204,139,37,55,800,308
867,457,75,119,541,66,394,10,70,485,17,494,495,511,203,242,0,0,0,0,0,368,10,30,322,71,25,34,45,773,203
868,310,85,101,675,65,257,23,38,614,2,493,481,526,241,264,0,0,0,0,0,372,23,1,219,38,13,25,25,693,241
869,627,229,459,106,73,568,170,412,38,19,522,492,486,188,6,0,0,0,0,0,65,14,66,265,299,350,38,62,1019,188
870,594,106,518,205,67,523,60,445,147,5,473,515,512,126,10,0,2,0,6,0,24,26,37,236,286,377,17,68,1054,126
871,679,121,494,143,63,624,66,436,73,2,488,507,505,288,0,0,0,0,1,0,37,17,200,287,300,362,48,74,913,288
872,566,101,139,370,63,512,23,76,314,11,492,516,492,177,261,0,0,0,0,0,384,14,25,450,59,28,20,48,759,177
873,611,136,467,222,63,556,59,405,161,16,525,468,507,240,1,0,4,0,0,0,31,27,90,233,306,331,41,74,957,240
874,601,84,411,326,67,537,29,341,268,13,517,470,513,180,11,0,23,0,0,0,99,29,71,237,299,272,32,69,1008,180
875,537,260,495,141,63,475,198,428,81,2,495,497,508,285,4,0,0,0,0,0,18,14,110,159,300,370,30,58,899,285
876,449,80,108,510,75,380,26,50,444,18,532,479,489,215,278,0,4,0,0,0,372,26,39,321,58,7,22,43,703,215
877,601,96,192,349,70,542,32,124,306,13,495,496,509,230,192,0,5,0,1,0,302,31,56,440,102,87,26,37,787,230
878,456,82,91,543,65,401,23,32,477,3,492,498,510,195,263,0,0,0,0,0,388,23,0,355,46,6,26,26,741,195
879,502,147,100,425,68,433,83,53,374,0,513,480,507,244,258,0,0,0,0,0,373,19,17,386,39,12,35,41,699,244
880,313,82,95,683,63,257,25,47,610,3,523,480,497,231,264,0,0,0,0,0,382,25,1,209,47,10,33,37,711,231
881,429,99,102,569,73,371,32,52,510,0,511,491,498,246,228,0,0,0,0,0,385,31,10,301,70,8,39,44,719,246
882,680,101,280,307,72,619,44,222,252,26,473,530,497,304,60,0,9,0,0,0,273,35,141,429,190,155,35,67,859,304
883,611,117,472,227,58,558,53,417,165,9,519,486,495,153,15,0,10,0,1,0,49,18,48,249,304,344,34,73,1049,153
884,748,94,320,201,70,683,32,262,148,19,505,509,486,276,67,0,2,0,0,0,222,32,137,467,216,192,43,70,868,276
885,326,97,105,633,67,262,44,44,568,8,517,478,505,265,272,0,0,0,0,0,378,22,7,213,47,11,31,33,661,265
886,613,163,317,132,70,550,100,264,58,10,508,504,488,271,205,0,0,0,0,0,227,20,95,418,112,157,41,107,711,271
887,744,157,340,115,66,685,89,294,53,6,499,478,523,363,78,0,0,0,0,0,214,16,185,442,232,174,39,120,764,363
888,629,107,468,240,56,545,58,411,175,5,498,473,529,179,0,0,13,0,0,0,55,34,65,272,273,326,45,85,1015,179
889,586,112,452,279,70,533,52,395,220,0,465,508,527,125,1,0,15,0,1,0,100,32,34,254,279,310,39,85,1075,125
890,400,108,113,546,64,339,38,40,491,5,493,498,509,187,269,0,0,0,0,0,389,20,5,282,57,0,25,40,726,187
891,382,81,102,599,64,323,23,45,532,5,540,496,464,339,272,0,0,0,0,0,388,23,13,248,71,6,24,39,589,339
892,593,85,496,259,67,535,27,437,202,0,496,472,532,129,0,0,13,0,0,0,18,27,27,232,301,364,36,73,1072,129
893,738,97,164,281,63,687,35,105,222,11,460,517,523,228,157,0,0,0,0,0,355,35,55,571,116,58,35,47,832,228
894,259,104,92,745,58,201,35,28,681,9,475,506,519,265,242,0,0,0,0,0,395,35,0,154,47,1,26,27,689,265
895,667,178,508,94,53,607,132,453,26,3,512,470,518,218,0,0,0,0,0,0,10,47,100,262,310,369,36,84,1003,218
896,378,107,95,591,67,305,39,46,533,0,503,485,512,215,262,0,0,0,1,0,370,29,0,265,40,9,30,37,708,215
897,528,93,120,483,63,467,33,63,429,8,480,515,505,216,213,0,1,0,0,0,394,25,24,379,85,14,28,49,784,216
898,592,97,414,326,67,532,33,354,258,15,458,484,558,168,4,0,25,0,0,0,97,33,54,280,251,271,39,83,1024,168
899,444,83,175,479,63,386,28,120,419,2,510,464,526,193,256,0,0,0,0,0,315,27,32,313,72,69,27,51,762,193
900,679,66,515,175,65,621,11,450,119,6,475,487,538,248,0,0,0,1,0,0,9,9,146,260,302,383,28,67,959,248
901,585,202,519,130,64,516,156,455,69,1,485,511,504,230,0,0,0,0,0,0,19,17,82,211,300,394,40,61,967,230
902,557,230,512,130,67,505,172,449,56,1,490,515,495,174,4,0,0,0,2,0,40,15,47,200,304,368,45,81,1009,174
903,693,102,225,247,72,622,55,158,198,14,509,500,491,302,161,0,1,0,0,0,318,44,94,486,112,79,32,79,745,302
904,528,112,95,478,64,467,50,37,418,1,499,497,504,201,223,0,3,0,4,0,401,41,22,402,63,1,27,36,772,201
905,545,239,101,257,64,489,179,52,186,0,526,485,489,194,294,0,0,0,3,0,368,35,8,445,40,16,21,36,712,194
906,616,203,492,118,63,561,138,441,47,0,508,495,497,156,8,0,0,0,0,0,38,18,55,256,302,364,33,77,1031,156
907,608,309,175,112,70,542,233,128,63,4,484,497,519,229,226,0,0,0,3,0,343,37,18,489,53,45,32,83,741,229
908,485,375,451,109,74,426,326,400,48,0,483,511,506,351,6,0,0,0,1,0,83,14,163,115,309,320,41,80,849,351
909,514,313,481,117,68,453,258,425,48,6,495,500,505,208,7,0,0,0,0,0,36,13,54,125,322,352,40,73,982,208
910,681,92,141,377,71,619,43,80,310,3,482,527,491,231,138,0,32,2,0,0,386,42,110,465,153,27,28,53,824,231
911,429,118,104,567,63,372,49,47,501,12,504,484,512,215,219,0,15,0,0,0,386,40,30,284,88,2,25,45,766,215
912,673,87,334,264,72,592,32,276,205,6,474,518,508,309,70,0,1,0,0,0,224,32,151,377,200,177,36,99,802,309
913,353,84,111,657,64,293,19,55,591,3,468,487,545,261,231,0,0,0,0,0,386,19,5,243,48,8,34,47,700,261
914,274,80,84,685,73,227,32,17,617,0,527,485,488,275,304,0,0,0,1,0,387,31,1,178,49,1,16,16,618,275
915,360,97,146,559,69,296,37,82,495,11,505,491,504,209,269,0,0,0,0,0,384,21,2,255,41,12,24,70,712,209
916,416,370,533,104,70,354,311,477,33,6,497,500,503,165,7,0,0,0,0,0,21,12,34,59,294,393,39,84,1016,165
917,711,75,504,142,68,667,19,442,78,2,488,519,493,227,0,0,0,0,0,0,52,19,136,306,312,374,30,68,981,227
918,762,87,153,239,68,700,34,95,186,0,465,491,544,240,191,0,0,0,0,0,342,34,86,576,76,54,25,41,775,240
919,664,129,510,115,75,604,82,436,61,3,482,501,517,245,7,0,0,0,0,0,36,41,129,285,269,373,28,63,941,245
920,824,111,114,116,61,764,44,48,59,9,492,495,513,197,274,0,0,0,0,0,371,16,84,642,43,13,33,35,727,197
921,625,78,442,279,76,574,20,375,220,6,473,490,537,150,0,0,8,0,0,0,100,20,45,299,268,294,36,81,1045,150
922,646,89,129,345,63,595,26,53,283,18,484,488,528,196,228,0,4,0,0,0,381,26,54,475,68,8,18,45,779,196
923,575,248,499,113,64,517,192,446,47,4,490,512,498,229,1,0,0,0,0,0,28,19,65,186,321,377,38,69,977,229
924,426,86,113,565,64,361,36,57,496,9,516,470,514,194,246,0,0,0,0,0,370,36,4,298,63,8,42,49,765,194
925,399,90,103,596,65,343,27,49,523,5,492,492,516,223,247,0,0,0,0,0,392,24,5,281,62,5,44,44,724,223
926,452,96,109,547,71,392,34,51,501,7,471,506,523,211,225,0,0,0,0,0,388,23,1,341,51,16,33,35,774,211
927,520,86,130,461,71,462,41,71,389,9,498,487,515,204,232,0,0,0,0,0,373,41,11,405,57,22,31,49,768,204
928,321,89,124,646,65,269,31,56,585,6,482,496,522,227,255,0,0,0,0,0,379,31,0,230,39,19,25,37,720,227
929,529,94,446,366,65,485,28,394,290,1,479,471,550,204,0,0,34,0,0,0,72,28,116,194,291,310,33,84,994,204
930,315,142,108,611,67,260,76,51,551,8,468,519,513,265,257,0,0,0,1,0,417,27,2,228,31,10,21,41,681,265
931,667,261,190,96,68,599,207,135,49,12,515,470,515,244,218,0,0,0,0,0,329,29,66,498,95,47,31,88,758,244
932,456,80,499,390,64,406,19,437,319,0,502,512,486,249,11,0,0,0,0,0,48,18,116,112,292,362,33,75,932,249
933,533,273,499,106,60,463,212,438,41,9,490,499,511,235,29,0,0,0,0,0,24,44,83,190,266,375,25,63,928,235
934,641,98,462,231,61,585,36,401,163,6,484,517,499,159,7,0,15,0,1,0,108,18,72,303,279,313,37,88,1032,159
935,575,277,441,121,68,516,220,387,60,0,491,477,532,271,18,0,0,0,0,0,70,27,111,223,291,306,35,81,912,271
936,433,385,492,99,70,375,324,439,49,1,515,471,514,242,21,0,0,0,0,0,7,11,80,59,314,364,44,75,946,242
937,712,95,96,312,67,648,35,46,273,0,461,505,534,185,218,0,0,0,0,0,407,34,5,594,52,5,30,41,817,185
938,312,90,94,671,70,258,24,39,610,5,497,485,518,230,263,0,0,0,0,0,372,22,0,219,39,4,34,35,706,230
939,500,64,509,365,62,439,20,440,311,1,504,515,481,177,0,0,26,0,0,0,27,20,98,120,318,387,30,53,1034,177
940,500,263,465,204,68,448,200,406,151,0,467,525,508,340,0,0,0,0,0,0,84,14,152,151,293,332,37,74,865,340
941,434,86,102,577,74,382,39,43,515,4,472,503,525,187,227,0,0,0,0,0,398,32,3,324,57,12,27,31,796,187
942,459,95,102,540,76,398,29,42,480,0,461,507,532,231,228,0,1,0,0,0,406,29,15,334,63,2,22,40,718,231
943,733,87,351,164,76,670,40,280,100,5,490,507,503,316,89,0,0,0,0,0,198,34,202,426,202,199,26,81,779,316
944,564,270,494,105,65,508,203,448,39,5,489,496,515,236,2,0,0,0,0,0,23,11,95,174,326,371,29,77,967,236
945,677,91,243,339,71,622,23,179,286,4,485,505,510,346,79,0,21,0,0,0,292,20,147,406,215,125,28,54,768,346
946,429,112,510,385,58,388,39,441,315,4,496,494,510,153,6,0,7,0,0,0,1,19,44,64,324,382,31,59,1034,153
947,579,83,493,272,72,530,34,430,220,4,495,506,499,186,1,0,0,0,0,0,73,34,47,241,284,345,38,85,1032,186
948,580,133,447,266,65,524,54,385,208,9,500,492,508,206,9,0,16,0,0,0,82,18,73,189,325,315,28,70,974,206
949,341,91,97,637,64,281,24,34,583,5,501,482,517,222,270,0,0,0,0,0,391,24,0,235,46,0,27,34,705,222
950,673,91,179,327,65,613,36,117,261,4,498,486,516,244,165,0,16,0,1,0,313,35,82,469,144,68,34,49,787,244
951,368,90,140,604,61,312,28,74,536,2,506,509,485,209,237,0,2,0,0,0,387,25,9,240,72,24,28,50,743,209
952,551,95,128,500,61,484,41,60,443,11,498,490,512,225,165,0,12,0,0,0,368,24,29,356,121,20,31,40,814,225
953,577,229,497,129,65,519,171,432,62,3,497,471,532,216,3,0,0,1,0,0,25,20,113,205,302,358,29,74,971,216
954,674,79,469,134,68,610,9,405,78,0,525,480,495,265,76,0,0,0,0,0,42,9,190,254,266,327,36,78,837,265
955,812,93,341,99,68,760,35,287,39,8,501,498,501,353,87,0,0,0,0,0,225,32,210,497,213,185,39,102,776,353
956,318,90,96,682,63,254,31,45,624,0,488,480,532,243,251,0,0,0,0,0,368,31,3,201,53,9,32,36,711,243
957,588,252,115,267,72,541,196,56,210,0,463,515,522,242,206,0,0,0,6,0,391,22,15,450,86,7,35,49,761,242
958,483,91,100,510,67,421,38,48,451,0,502,511,487,209,249,0,0,0,0,0,409,38,10,375,45,10,29,38,749,209
959,626,85,212,346,65,562,29,150,287,20,479,518,503,287,166,0,0,0,0,0,330,17,95,430,113,78,41,72,761,287
960,743,77,505,116,59,683,16,453,55,0,527,484,489,324,0,0,0,0,0,0,11,12,266,281,334,372,49,81,883,324
961,420,357,513,115,62,378,288,456,54,2,476,522,502,167,33,0,0,0,2,0,35,8,24,99,278,386,40,70,1011,167
962,686,94,244,323,66,641,35,194,251,4,482,510,508,271,87,0,22,0,0,0,283,35,147,429,203,129,35,65,854,271
963,867,93,114,94,66,816,28,53,39,5,496,496,508,130,266,0,0,0,0,0,369,22,66,706,45,12,30,41,811,130
964,634,90,352,292,75,562,31,293,232,0,481,511,508,246,57,0,0,0,0,0,175,31,128,344,217,222,46,71,872,246
965,337,90,122,630,71,291,44,60,559,0,491,472,537,205,250,0,1,0,0,0,372,32,5,228,63,17,24,43,749,205
966,646,100,433,254,67,586,48,374,197,4,464,495,541,175,0,0,12,0,0,0,90,32,68,303,272,314,30,60,1034,175
967,667,123,129,350,59,603,64,73,276,9,476,500,524,233,172,0,12,0,0,0,366,56,52,503,95,34,31,39,792,233
968,493,95,95,548,66,427,38,30,486,2,510,502,488,222,203,0,4,0,0,0,396,38,36,334,90,3,27,27,761,222
969,672,103,271,266,72,614,34,201,220,13,488,501,511,247,116,0,14,0,1,0,246,33,125,447,164,146,22,55,835,247
970,403,83,108,604,61,329,32,52,545,0,481,509,510,222,241,0,0,0,0,0,401,32,3,293,36,12,40,40,736,222
971,471,145,91,451,72,407,88,36,392,0,516,503,481,217,270,0,0,0,1,0,394,29,2,350,55,2,30,34,706,217
972,305,93,93,651,65,239,27,30,608,2,515,480,505,303,293,0,2,0,0,0,373,14,1,198,40,0,30,30,603,303
973,608,112,473,228,79,552,59,417,173,0,497,507,496,109,0,0,4,0,0,0,57,25,13,246,306,343,35,74,1092,109
974,384,92,121,579,75,325,24,76,523,2,496,483,521,199,249,0,0,0,0,0,362,24,4,255,70,23,33,53,751,199
975,709,71,502,155,63,637,15,443,103,0,482,497,521,207,0,0,0,0,0,0,18,15,135,253,304,372,26,71,991,207
976,294,97,112,657,63,237,39,65,574,2,522,477,501,221,277,0,0,0,1,0,367,35,2,195,42,11,33,54,696,221
977,431,87,91,602,71,361,30,32,542,29,491,535,474,238,218,0,0,0,0,0,430,30,10,312,48,2,27,30,756,238
978,373,76,101,631,68,314,23,46,557,5,507,476,517,216,251,0,1,0,0,0,367,23,17,251,63,9,35,37,729,216
979,598,251,455,111,59,550,191,386,56,1,527,475,498,261,26,0,0,0,0,0,40,17,141,210,325,330,31,56,923,261
980,416,75,132,595,71,339,28,73,541,2,469,519,512,273,211,0,0,0,0,0,388,27,9,273,63,21,23,52,710,273
981,437,63,524,419,57,370,9,465,361,0,476,509,515,247,0,0,34,0,0,0,20,9,174,62,306,385,35,80,958,247
982,631,106,457,231,69,577,45,392,173,3,494,517,489,144,6,0,11,0,0,0,82,38,50,295,281,331,37,61,1046,144
983,491,94,108,510,68,445,32,47,446,8,467,493,540,245,229,0,0,0,0,0,382,32,8,389,56,10,31,37,733,245
984,833,91,179,102,75,777,38,108,37,9,487,510,503,225,220,0,0,0,0,0,353,33,118,618,79,50,21,58,744,225
985,593,136,286,178,64,521,80,230,123,0,530,498,472,281,243,0,0,0,0,0,295,33,46,440,79,101,26,129,673,281
986,650,121,260,240,73,592,67,205,182,3,500,468,532,210,156,0,5,0,0,0,255,67,56,504,88,125,39,80,839,210
987,633,76,488,243,60,555,33,415,181,12,484,513,503,238,0,0,9,0,0,0,87,33,132,262,274,328,30,87,958,238
988,305,84,96,695,63,251,28,42,638,0,486,492,522,230,257,0,0,0,0,0,398,28,2,198,53,5,28,37,729,230
989,749,137,213,107,65,695,78,160,37,1,499,486,515,283,229,0,0,0,0,0,317,25,104,541,90,82,36,78,688,283
990,751,208,127,98,72,684,148,67,42,10,507,495,498,202,244,0,0,0,0,0,360,30,40,602,51,24,32,43,749,202
991,435,91,351,334,65,378,23,296,279,6,498,492,510,208,224,0,0,0,0,0,192,19,18,317,61,204,42,92,774,208
992,712,83,109,256,70,654,34,40,186,2,475,503,522,111,270,0,0,0,0,0,390,27,6,618,35,14,21,26,805,111
993,651,125,532,113,67,587,72,465,55,1,486,493,521,298,12,0,0,0,0,0,8,23,201,196,297,386,33,79,882,298
994,701,91,151,283,80,641,36,77,215,30,499,504,497,227,194,0,0,0,0,0,363,35,55,547,86,45,19,32,772,227
995,418,99,93,565,69,350,43,39,496,0,471,535,494,234,256,0,0,0,0,0,415,14,12,296,44,2,34,37,694,234
996,769,88,295,196,74,700,26,243,138,14,478,482,540,273,78,0,4,0,0,0,203,26,148,504,195,179,48,64,848,273
997,561,245,513,109,69,505,190,452,54,0,520,494,486,169,3,0,0,0,0,0,14,12,45,156,340,394,29,58,1032,169
998,368,88,99,624,73,313,22,42,565,0,502,487,511,235,248,0,1,0,0,0,380,22,4,241,72,6,33,36,707,235
999,699,95,294,240,68,637,40,226,186,7,504,502,494,290,104,0,13,0,0,0,242,38,146,446,190,154,26,72,806,290
1000,422,87,104,576,63,361,23,49,521,13,513,478,509,234,248,0,0,0,0,0,384,23,12,286,74,16,25,33,733,234

Statistic,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical
Total,543448,131372,255801,351379,66418,482328,71833,195916,291360,6395,494542,494889,510569,227964,151582,0,2819,17,504,0,254478,26255,57552,320189,149229,140611,31580,55305,819868,227964
Mean,543.45,131.37,255.80,351.38,66.42,482.33,71.83,195.92,291.36,6.39,494.54,494.89,510.57,227.96,151.58,0.00,2.82,0.02,0.50,0.00,254.48,26.25,57.55,320.19,149.23,140.61,31.58,55.30,819.87,227.96
Std,150.95,79.14,169.05,207.09,5.00,150.78,78.87,168.32,206.97,6.19,18.46,17.62,18.13,51.35,112.02,0.00,6.58,0.14,3.40,0.00,153.76,17.84,56.52,136.10,113.75,152.94,6.70,20.61,128.23,51.35
Min,157,63,76,81,48,104,9,17,25,0,438,437,451,87,0,0,0,0,0,0,0,3,0,44,20,0,13,13,516,87
Max,878,692,546,819,82,824,630,491,746,30,556,541,572,414,313,0,37,2,73,0,435,325,275,735,366,425,56,150,1114,414
